"CU_ID","Species","Stock","DataType","Year","SpnForAbd_Wild","SpnForTrend_Wild","RelLBM","AbsLBM","LongTrend","PercChange","ProbDeclBelowLBM","Percentile","RelUBM","AbsUBM","GenAvgSpnForAbd","IntStatusRaw","IntStatusRaw_Short","IntStatus_Short","RapidStatus","BinLabel","BinPath","RapidScore","LongTrendCat","PercChangeCat","ProbDeclBelowLBMCat","PercentileCat","RelAbdCat","AbsAbdCat","RelAbd_LBM","RelAbd_UBM","SpnForAbd_Total","SpnForTrend_Total","ConfidenceRating","IntStatus5","IntStatus3","IntStatus2"
"Case3","Chinook","CU3_Chinook","Rel_Idx",2016,94338,94338,NA,NA,413,2.7655,19.7,NA,NA,NA,85277.7598840533,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Green",NA,NA,NA,NA,21244,48317,96332,96332,"Low",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2017,77232,77232,NA,NA,378,-0.131,22.7,NA,NA,NA,80546.220987345,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Green",NA,NA,NA,NA,21244,48317,75752,75752,"Low",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2018,29846,29846,NA,NA,346,-19.7067,42.6333,NA,NA,NA,74296.0975320697,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Amber",NA,NA,NA,NA,21244,48317,29909,29909,"Low",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2019,153280,153280,NA,NA,339,2.3269,26.1,NA,NA,NA,75982.5550096581,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Green",NA,NA,NA,NA,21244,48317,150406,150406,"Low",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2020,294094,294094,NA,NA,426,82.9271,6.9333,NA,NA,NA,100963.353684558,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Green",NA,NA,NA,NA,21244,48317,293082,293082,"Low",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2021,159641,159641,NA,NA,491,103.7879,5.3,NA,NA,NA,121059.96877441,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Green",NA,NA,NA,NA,21244,48317,153474,153474,"Low",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2022,83669,83669,NA,NA,619,85.8706,7.5333,NA,NA,NA,156646.309821152,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Green",NA,NA,NA,NA,21244,48317,82698,82698,"Low",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2023,618250,618250,NA,NA,822,378.8124,0.9,NA,NA,NA,221993.279374534,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,"Green","Green",NA,NA,NA,NA,21244,48317,598368,598368,"Low",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2006,36,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,38,38,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2007,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2008,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2009,7,7,NA,0.0124714785315049,NA,NA,NA,NA,NA,0.00124714785315049,12.4714785315049,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,NA,NA,NA,NA,"Red",NA,NA,7,7,"High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2010,5,5,NA,0.00761350819167864,NA,NA,NA,NA,NA,0.000761350819167864,7.61350819167864,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,NA,NA,NA,NA,"Red",NA,NA,5,5,"High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2011,18,18,NA,0.00932460511105626,NA,NA,NA,NA,NA,0.000932460511105626,9.32460511105626,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,NA,NA,NA,NA,"Red",NA,NA,23,23,"High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2012,11,11,NA,0.00912395865581764,NA,NA,NA,NA,NA,0.000912395865581764,9.12395865581764,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,NA,NA,NA,NA,"Red",NA,NA,12,12,"High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2013,39,39,NA,0.0140176415536193,NA,NA,NA,NA,NA,0.00140176415536193,14.0176415536193,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,NA,NA,NA,NA,"Red",NA,NA,45,45,"High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2014,50,50,NA,0.0249272833521072,NA,NA,NA,NA,NA,0.00249272833521072,24.9272833521072,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,NA,NA,NA,NA,"Red",NA,NA,58,58,"High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2015,60,60,NA,0.033681749124286,NA,NA,NA,NA,NA,0.0033681749124286,33.681749124286,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,NA,NA,NA,NA,"Red",NA,NA,67,67,"High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2016,41,41,NA,0.0467996310862947,NA,NA,NA,NA,NA,0.00467996310862947,46.7996310862947,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,NA,NA,NA,NA,"Red",NA,NA,43,43,"High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2017,57,57,NA,0.0514570626798105,NA,449.2538,0.5333,NA,NA,0.00514570626798105,51.4570626798105,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Green",NA,NA,NA,"Red",NA,NA,60,60,"High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2018,10,10,NA,0.0344114117896874,NA,448.7343,0.6667,NA,NA,0.00344114117896874,34.4114117896874,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Green",NA,NA,NA,"Red",NA,NA,11,11,"High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2019,16,16,NA,0.0247283235089792,NA,235.6099,2.6,NA,NA,0.00247283235089792,24.7283235089792,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Green",NA,NA,NA,"Red",NA,NA,16,16,"High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2020,78,78,NA,0.0290417217595422,137,370.3303,1.8333,NA,NA,0.00290417217595422,29.0417217595422,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,"Green","Green",NA,NA,NA,"Red",NA,NA,90,90,"High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2021,81,81,NA,0.0317084418278692,137,336.0039,1.5667,NA,NA,0.00317084418278692,31.7084418278692,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,"Green","Green",NA,NA,NA,"Red",NA,NA,83,83,"High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2022,26,26,NA,0.0402641224402628,173,81.776,12.1667,NA,NA,0.00402641224402627,40.2641224402628,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,"Green","Green",NA,NA,NA,"Red",NA,NA,26,26,"High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2023,13,13,NA,0.0382273401065942,170,-6.3152,38.1,NA,NA,0.00382273401065942,38.2273401065942,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,"Green","Green",NA,NA,NA,"Red",NA,NA,22,22,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",1995,971,642,0.580233397866247,2.73289930395002,61,-48.7545,91.3667,0.2093,0.161271055349346,0.273289930395002,2732.89930395003,NA,NA,NA,"Red","Node23","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM < 1",5,"Amber","Red",NA,"Red","Red","Amber",4710,16946,971,642,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",1996,38579,20737,0.868575862272581,4.09099231130386,80,-36.0811,67.4,0.3864,0.241413449268492,0.409099231130386,4090.99231130386,NA,NA,NA,"Red","Node23","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM < 1",5,"Green","Red",NA,"Amber","Red","Amber",4710,16946,38579,20737,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",1997,4683,2239,0.863819370848554,4.06858923669669,97,-1.4794,22.8667,0.5333,0.240091421969591,0.406858923669669,4068.58923669669,NA,NA,NA,"Red","Node23","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM < 1",5,"Green","Green",NA,"Green","Red","Amber",4710,16946,4683,2239,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",1998,6494,3509,1.23347613820556,5.80967261094819,122,67.7818,2.7333,0.6304,0.342834451253876,0.580967261094819,5809.67261094819,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Green",NA,"Green","Amber","Amber",4710,16946,6494,3509,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",1999,6685,3159,1.99802674760133,9.41070598120225,160,195.826,0.2333,0.7447,0.555334945190738,0.941070598120225,9410.70598120225,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Green",NA,"Green","Amber","Amber",4710,16946,6685,3159,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2000,54878,25786,2.18204209788703,10.2774182810479,191,406.8749,0.0333,0.7917,0.606480483951841,1.02774182810479,10277.4182810479,NA,NA,NA,"Amber","Node37","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Green","Green",NA,"Green","Amber","Green",4710,16946,54878,25786,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2001,28906,15034,3.43937147672775,16.1994396553877,257,790.9076,0,0.9592,0.955944745390518,1.61994396553877,16199.4396553877,NA,NA,NA,"Amber","Node37","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Green","Green",NA,"Green","Amber","Green",4710,16946,28906,15034,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2002,17442,7898,4.40301418624939,20.7381968172346,331,1251.0532,0,0.96,1.22378123552665,2.07381968172346,20738.1968172346,NA,NA,NA,"Green","Node36","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green",NA,"Green","Green","Green",4710,16946,17442,7898,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2003,8710,4876,4.7041295179583,22.1564500295836,395,1504.9143,0,0.9608,1.30747374186142,2.21564500295836,22156.4500295836,NA,NA,NA,"Green","Node36","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green",NA,"Green","Green","Green",4710,16946,8710,4876,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2004,5344,3115,2.6278242382259,12.377052162044,412,1035.2412,0,0.9615,0.730381928599315,1.2377052162044,12377.052162044,NA,NA,NA,"Amber","Node37","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Green","Green",NA,"Green","Amber","Green",4710,16946,5344,3115,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2005,25805,16051,2.55431986188529,12.0308465494797,383,686.2365,0,0.9623,0.709951997490837,1.20308465494797,12030.8465494797,NA,NA,NA,"Amber","Node37","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Green","Green",NA,"Green","Amber","Green",4710,16946,25805,16051,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2006,5457,3223,1.9103577223251,8.99778487215124,322,368.3574,0,0.9444,0.530968067517481,0.899778487215124,8997.78487215124,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Green",NA,"Green","Amber","Amber",4710,16946,5457,3223,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2007,13156,7575,2.11783014508339,9.97497998334276,271,191.8168,0.2,0.9091,0.588633304811918,0.997497998334276,9974.97998334276,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Green",NA,"Green","Amber","Amber",4710,16946,13156,7575,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2008,6610,3286,2.23344302561677,10.519516650655,260,100.9037,1.2667,0.8929,0.620766945040423,1.0519516650655,10519.516650655,NA,NA,NA,"Amber","Node37","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Green","Green",NA,"Green","Amber","Green",4710,16946,6610,3286,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2009,10337,5651,1.77683680478327,8.36890135052922,235,15.4429,11.1667,0.8772,0.493857037090123,0.836890135052922,8368.90135052922,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Green",NA,"Green","Amber","Amber",4710,16946,10337,5651,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2010,4504,2218,1.6935914342784,7.97681565545127,220,-29.5445,58.3333,0.8621,0.470719677531646,0.797681565545127,7976.81565545127,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Red",NA,"Green","Amber","Amber",4710,16946,4504,2218,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2011,7580,4313,1.47551960296842,6.94969732998125,193,-50.5359,95.6,0.7966,0.410108422635504,0.694969732998125,6949.69732998125,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Red",NA,"Green","Amber","Amber",4710,16946,7580,4313,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2012,3044,1619,1.21550228844467,5.72501577857438,163,-66.5377,100,0.7167,0.337838768946912,0.572501577857438,5725.01577857438,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Red",NA,"Green","Amber","Amber",4710,16946,3044,1619,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2013,15206,8446,1.33863106205349,6.30495230227194,150,-68.6089,100,0.6557,0.372061389252445,0.630495230227194,6304.95230227194,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Red",NA,"Green","Amber","Amber",4710,16946,15206,8446,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2014,15977,8889,1.83710979041931,8.65278711287497,153,-59.4352,99.4667,0.6613,0.510609413010443,0.865278711287497,8652.78711287497,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Red",NA,"Green","Amber","Amber",4710,16946,15977,8889,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2015,14578,8433,2.16342725514008,10.1897423717098,168,-38.8746,82.0333,0.746,0.601306642966468,1.01897423717098,10189.7423717098,NA,NA,NA,"Amber","Node37","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Green","Red",NA,"Green","Amber","Green",4710,16946,14578,8433,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2016,6436,3514,2.60876610724927,12.287288365144,202,-16.3299,32.7667,0.8281,0.725084879331054,1.2287288365144,12287.288365144,NA,NA,NA,"Amber","Node37","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Green","Amber",NA,"Green","Amber","Green",4710,16946,6436,3514,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2017,3779,2099,1.8419405969447,8.67554021160955,219,-2.0105,14.2,0.8615,0.51195209557474,0.867554021160955,8675.54021160955,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Green",NA,"Green","Amber","Amber",4710,16946,3779,2099,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2018,3267,1668,1.23862287061206,5.83391372058278,197,-12.2884,28,0.8333,0.344264942793744,0.583391372058278,5833.91372058278,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Green","Green",NA,"Green","Amber","Amber",4710,16946,3267,1668,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2019,569,338,0.550544812582329,2.59306606726277,141,-39.0735,70.9333,0.6269,0.153019359569383,0.259306606726277,2593.06606726277,NA,NA,NA,"Red","Node23","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM < 1",5,"Green","Red",NA,"Green","Red","Amber",4710,16946,569,338,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2020,4750,2587,0.510284137789518,2.40343828898863,94,-52.9959,85.3667,0.4706,0.141829239288837,0.240343828898863,2403.43828898863,NA,NA,NA,"Red","Node23","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM < 1",5,"Green","Red",NA,"Amber","Red","Amber",4710,16946,4750,2587,"High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2021,3140,1520,0.487192122522298,2.29467489708002,68,-65.9772,94.5,0.3623,0.135411005374721,0.229467489708002,2294.67489708002,NA,NA,NA,"Red","Node23","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM < 1",5,"Amber","Red",NA,"Amber","Red","Amber",4710,16946,3140,1520,"High",NA,NA,NA
